Airline,Source,Destination,Total_Stops,Price,day_of_Journey,month_of_Journey,year_of_Journey,Total_duration_in_minutes,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute
Multiple carriers,Delhi,Cochin,1.0,7485.0,21.0,5.0,2019.0,910.0,10.0,20.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,11999.0,21.0,3.0,2019.0,430.0,11.0,40.0,18.0,50.0
IndiGo,Delhi,Cochin,1.0,14871.0,6.0,3.0,2019.0,420.0,18.0,35.0,1.0,35.0
Jet Airways,Delhi,Cochin,2.0,13882.0,12.0,6.0,2019.0,1000.0,11.0,45.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,14714.0,3.0,6.0,2019.0,1680.0,15.0,0.0,19.0,0.0
Air Asia,Kolkata,Banglore,2.0,11245.0,24.0,3.0,2019.0,450.0,15.0,25.0,22.0,55.0
GoAir,Banglore,Delhi,0.0,5048.0,27.0,4.0,2019.0,175.0,7.0,45.0,10.0,40.0
Air India,Banglore,Delhi,0.0,6121.0,9.0,5.0,2019.0,170.0,13.0,20.0,16.0,10.0
IndiGo,Banglore,Delhi,0.0,3943.0,27.0,6.0,2019.0,170.0,4.0,0.0,6.0,50.0
Multiple carriers,Delhi,Cochin,1.0,12192.0,12.0,6.0,2019.0,720.0,7.0,0.0,19.0,0.0
SpiceJet,Mumbai,Hyderabad,0.0,2753.0,6.0,6.0,2019.0,90.0,5.0,45.0,7.0,15.0
Multiple carriers,Delhi,Cochin,1.0,9211.0,18.0,5.0,2019.0,455.0,11.0,40.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,8834.0,21.0,3.0,2019.0,1420.0,19.0,10.0,18.0,50.0
GoAir,Banglore,Delhi,0.0,3898.0,24.0,3.0,2019.0,175.0,7.0,45.0,10.0,40.0
IndiGo,Mumbai,Hyderabad,0.0,4049.0,3.0,4.0,2019.0,90.0,6.0,25.0,7.0,55.0
Multiple carriers,Delhi,Cochin,1.0,7354.0,12.0,6.0,2019.0,470.0,11.0,25.0,19.0,15.0
IndiGo,Kolkata,Banglore,0.0,4804.0,21.0,6.0,2019.0,155.0,22.0,15.0,0.0,50.0
Jet Airways,Kolkata,Banglore,1.0,11134.0,24.0,3.0,2019.0,975.0,19.0,45.0,12.0,0.0
Jet Airways,Mumbai,Hyderabad,0.0,3205.0,3.0,4.0,2019.0,90.0,10.0,20.0,11.0,50.0
SpiceJet,Mumbai,Hyderabad,0.0,2753.0,24.0,3.0,2019.0,80.0,13.0,10.0,14.0,30.0
Vistara,Delhi,Cochin,0.0,6216.0,24.0,4.0,2019.0,190.0,6.0,0.0,9.0,10.0
Multiple carriers,Delhi,Cochin,1.0,8386.0,9.0,3.0,2019.0,385.0,9.0,45.0,16.0,10.0
Multiple carriers,Delhi,Cochin,1.0,7038.0,1.0,6.0,2019.0,920.0,7.0,10.0,22.0,30.0
Vistara,Mumbai,Hyderabad,1.0,12395.0,6.0,3.0,2019.0,435.0,15.0,40.0,22.0,55.0
SpiceJet,Banglore,Delhi,0.0,6309.0,15.0,3.0,2019.0,175.0,9.0,35.0,12.0,30.0
Multiple carriers,Delhi,Cochin,1.0,9794.0,21.0,5.0,2019.0,690.0,7.0,30.0,19.0,0.0
Vistara,Kolkata,Banglore,1.0,8452.0,21.0,5.0,2019.0,765.0,20.0,20.0,9.0,5.0
Jet Airways,Delhi,Cochin,1.0,14714.0,12.0,6.0,2019.0,1005.0,2.0,15.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,12557.0,21.0,3.0,2019.0,550.0,19.0,15.0,4.0,25.0
Jet Airways,Banglore,Delhi,0.0,4030.0,21.0,5.0,2019.0,180.0,7.0,10.0,10.0,10.0
Jet Airways,Banglore,Delhi,1.0,26890.0,1.0,3.0,2019.0,550.0,7.0,0.0,16.0,10.0
Vistara,Chennai,Kolkata,0.0,11982.0,27.0,5.0,2019.0,140.0,17.0,45.0,20.0,5.0
Jet Airways,Banglore,Delhi,0.0,5198.0,12.0,5.0,2019.0,180.0,7.0,10.0,10.0,10.0
IndiGo,Delhi,Cochin,1.0,6442.0,15.0,5.0,2019.0,635.0,11.0,55.0,22.0,30.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,21.0,5.0,2019.0,425.0,16.0,30.0,23.0,35.0
Air Asia,Kolkata,Banglore,0.0,4409.0,1.0,5.0,2019.0,155.0,10.0,20.0,12.0,55.0
Jet Airways,Kolkata,Banglore,1.0,12681.0,1.0,4.0,2019.0,590.0,8.0,25.0,18.0,15.0
Jet Airways,Delhi,Cochin,1.0,10262.0,3.0,6.0,2019.0,1100.0,18.0,15.0,12.0,35.0
Air India,Delhi,Cochin,0.0,4729.0,18.0,3.0,2019.0,185.0,18.0,5.0,21.0,10.0
Jet Airways,Banglore,Delhi,0.0,5198.0,18.0,5.0,2019.0,185.0,18.0,55.0,22.0,0.0
IndiGo,Mumbai,Hyderabad,0.0,4049.0,18.0,6.0,2019.0,90.0,6.0,25.0,7.0,55.0
Jet Airways,Mumbai,Hyderabad,0.0,2071.0,18.0,3.0,2019.0,90.0,19.0,35.0,21.0,5.0
Jet Airways,Delhi,Cochin,2.0,15129.0,1.0,5.0,2019.0,1430.0,19.0,10.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,14053.0,9.0,3.0,2019.0,1415.0,19.0,15.0,18.0,50.0
IndiGo,Banglore,Delhi,0.0,4823.0,15.0,5.0,2019.0,170.0,8.0,30.0,11.0,20.0
IndiGo,Banglore,Delhi,0.0,3943.0,3.0,6.0,2019.0,180.0,21.0,15.0,0.0,15.0
Multiple carriers,Delhi,Cochin,1.0,9856.0,9.0,3.0,2019.0,545.0,13.0,15.0,22.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,1605.0,16.0,55.0,19.0,40.0
Jet Airways,Kolkata,Banglore,1.0,12692.0,6.0,6.0,2019.0,1075.0,17.0,0.0,10.0,55.0
Air India,Kolkata,Banglore,1.0,8366.0,21.0,5.0,2019.0,545.0,9.0,25.0,18.0,30.0
Air India,Kolkata,Banglore,2.0,12744.0,9.0,6.0,2019.0,1345.0,7.0,0.0,5.0,25.0
IndiGo,Banglore,Delhi,0.0,3359.0,3.0,6.0,2019.0,170.0,22.0,10.0,1.0,0.0
GoAir,Delhi,Cochin,1.0,6195.0,21.0,5.0,2019.0,540.0,10.0,35.0,19.0,35.0
IndiGo,Delhi,Cochin,1.0,6628.0,6.0,6.0,2019.0,975.0,9.0,15.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,14533.0,18.0,5.0,2019.0,375.0,13.0,0.0,19.0,15.0
IndiGo,Mumbai,Hyderabad,0.0,3342.0,1.0,4.0,2019.0,90.0,9.0,10.0,10.0,40.0
Air India,Delhi,Cochin,1.0,7480.0,12.0,6.0,2019.0,1255.0,12.0,30.0,9.0,25.0
Jet Airways,Delhi,Cochin,1.0,10262.0,3.0,6.0,2019.0,1415.0,13.0,0.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,13067.0,15.0,5.0,2019.0,1005.0,17.0,0.0,9.0,45.0
Jet Airways,Delhi,Cochin,2.0,21954.0,6.0,3.0,2019.0,1475.0,19.0,10.0,19.0,45.0
Jet Airways,Kolkata,Banglore,1.0,10624.0,9.0,5.0,2019.0,1500.0,17.0,0.0,18.0,0.0
Jet Airways,Delhi,Cochin,1.0,12719.0,21.0,3.0,2019.0,1570.0,2.0,15.0,4.0,25.0
Air India,Delhi,Cochin,2.0,9181.0,24.0,6.0,2019.0,1275.0,22.0,0.0,19.0,15.0
Air India,Delhi,Cochin,1.0,7480.0,24.0,6.0,2019.0,1255.0,12.0,30.0,9.0,25.0
GoAir,Delhi,Cochin,1.0,5281.0,27.0,3.0,2019.0,350.0,7.0,0.0,12.0,50.0
Jet Airways,Delhi,Cochin,2.0,13014.0,9.0,6.0,2019.0,1375.0,5.0,30.0,4.0,25.0
IndiGo,Kolkata,Banglore,0.0,4174.0,9.0,4.0,2019.0,155.0,22.0,15.0,0.0,50.0
Air India,Delhi,Cochin,2.0,9863.0,18.0,5.0,2019.0,1595.0,16.0,40.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,15129.0,9.0,5.0,2019.0,1430.0,19.0,10.0,19.0,0.0
SpiceJet,Mumbai,Hyderabad,0.0,2753.0,1.0,6.0,2019.0,90.0,5.0,45.0,7.0,15.0
Jet Airways,Delhi,Cochin,2.0,13882.0,15.0,6.0,2019.0,1490.0,11.0,45.0,12.0,35.0
IndiGo,Delhi,Cochin,1.0,6442.0,3.0,6.0,2019.0,455.0,8.0,35.0,16.0,10.0
Air India,Delhi,Cochin,1.0,7480.0,24.0,6.0,2019.0,765.0,20.0,40.0,9.0,25.0
SpiceJet,Chennai,Kolkata,0.0,3597.0,27.0,6.0,2019.0,135.0,8.0,20.0,10.0,35.0
Multiple carriers,Delhi,Cochin,1.0,15147.0,3.0,3.0,2019.0,610.0,15.0,25.0,1.0,35.0
SpiceJet,Mumbai,Hyderabad,0.0,2017.0,27.0,5.0,2019.0,90.0,5.0,45.0,7.0,15.0
Jet Airways,Banglore,Delhi,0.0,6144.0,3.0,5.0,2019.0,185.0,18.0,55.0,22.0,0.0
Air India,Kolkata,Banglore,2.0,10151.0,24.0,5.0,2019.0,1830.0,12.0,0.0,18.0,30.0
Jet Airways,Delhi,Cochin,0.0,9564.0,18.0,6.0,2019.0,195.0,9.0,50.0,13.0,5.0
Air Asia,Banglore,Delhi,0.0,7652.0,9.0,3.0,2019.0,170.0,5.0,50.0,8.0,40.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,24.0,6.0,2019.0,145.0,9.0,0.0,11.0,25.0
IndiGo,Banglore,Delhi,0.0,4423.0,27.0,4.0,2019.0,170.0,13.0,0.0,15.0,50.0
Vistara,Mumbai,Hyderabad,1.0,12395.0,6.0,3.0,2019.0,750.0,10.0,25.0,22.0,55.0
Multiple carriers,Delhi,Cochin,1.0,10197.0,15.0,5.0,2019.0,540.0,10.0,0.0,19.0,0.0
Jet Airways,Banglore,Delhi,1.0,16736.0,6.0,3.0,2019.0,1200.0,11.0,40.0,7.0,40.0
IndiGo,Banglore,Delhi,0.0,3943.0,9.0,4.0,2019.0,170.0,5.0,30.0,8.0,20.0
Jet Airways,Delhi,Cochin,2.0,12074.0,27.0,3.0,2019.0,1365.0,5.0,40.0,4.0,25.0
IndiGo,Delhi,Cochin,2.0,8378.0,9.0,3.0,2019.0,565.0,11.0,55.0,21.0,20.0
Jet Airways,Banglore,Delhi,0.0,6478.0,18.0,6.0,2019.0,165.0,6.0,0.0,8.0,45.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,15.0,4.0,2019.0,150.0,17.0,10.0,19.0,40.0
Jet Airways,Delhi,Cochin,2.0,13376.0,12.0,6.0,2019.0,1320.0,14.0,35.0,12.0,35.0
Air India,Delhi,Cochin,1.0,8582.0,24.0,5.0,2019.0,1215.0,23.0,0.0,19.0,15.0
Jet Airways,Delhi,Cochin,1.0,14924.0,3.0,6.0,2019.0,660.0,8.0,0.0,19.0,0.0
Air India,Delhi,Cochin,2.0,9417.0,6.0,3.0,2019.0,970.0,17.0,15.0,9.0,25.0
Vistara,Mumbai,Hyderabad,1.0,12395.0,6.0,3.0,2019.0,1065.0,15.0,40.0,9.0,25.0
Air India,Kolkata,Banglore,2.0,9258.0,1.0,4.0,2019.0,590.0,12.0,0.0,21.0,50.0
Air India,Kolkata,Banglore,2.0,13243.0,18.0,5.0,2019.0,920.0,10.0,0.0,1.0,20.0
Air India,Delhi,Cochin,0.0,4729.0,3.0,4.0,2019.0,180.0,14.0,10.0,17.0,10.0
Air India,Kolkata,Banglore,2.0,12723.0,6.0,6.0,2019.0,1625.0,5.0,50.0,8.0,55.0
Jet Airways,Kolkata,Banglore,1.0,11841.0,9.0,6.0,2019.0,775.0,21.0,10.0,10.0,5.0
Air India,Kolkata,Banglore,0.0,6245.0,21.0,4.0,2019.0,150.0,14.0,15.0,16.0,45.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,24.0,5.0,2019.0,570.0,14.0,5.0,23.0,35.0
IndiGo,Banglore,Delhi,0.0,4823.0,3.0,6.0,2019.0,180.0,16.0,55.0,19.0,55.0
Jet Airways,Banglore,Delhi,0.0,4544.0,3.0,4.0,2019.0,180.0,7.0,10.0,10.0,10.0
SpiceJet,Banglore,Delhi,0.0,4423.0,15.0,4.0,2019.0,170.0,9.0,30.0,12.0,20.0
Jet Airways,Delhi,Cochin,1.0,5177.0,6.0,4.0,2019.0,360.0,13.0,0.0,19.0,0.0
Jet Airways,Banglore,Delhi,0.0,8016.0,15.0,6.0,2019.0,180.0,8.0,20.0,11.0,20.0
Jet Airways,Delhi,Cochin,2.0,17019.0,9.0,3.0,2019.0,880.0,13.0,45.0,4.0,25.0
IndiGo,Delhi,Cochin,1.0,6628.0,9.0,6.0,2019.0,975.0,9.0,15.0,1.0,30.0
Air India,Delhi,Cochin,1.0,7480.0,15.0,5.0,2019.0,965.0,17.0,20.0,9.0,25.0
Air India,Delhi,Cochin,1.0,10191.0,18.0,5.0,2019.0,375.0,13.0,0.0,19.0,15.0
Jet Airways,Banglore,Delhi,0.0,4544.0,6.0,4.0,2019.0,180.0,19.0,50.0,22.0,50.0
Jet Airways,Kolkata,Banglore,1.0,9899.0,12.0,6.0,2019.0,425.0,16.0,30.0,23.0,35.0
Jet Airways,Delhi,Cochin,2.0,13014.0,1.0,6.0,2019.0,1125.0,9.0,40.0,4.0,25.0
IndiGo,Delhi,Cochin,1.0,5298.0,24.0,6.0,2019.0,320.0,6.0,50.0,12.0,10.0
Jet Airways,Banglore,Delhi,1.0,8578.0,15.0,3.0,2019.0,280.0,9.0,45.0,14.0,25.0
Multiple carriers,Delhi,Cochin,1.0,9646.0,1.0,6.0,2019.0,765.0,9.0,45.0,22.0,30.0
Air India,Delhi,Cochin,2.0,11858.0,6.0,3.0,2019.0,435.0,12.0,0.0,19.0,15.0
Air India,Kolkata,Banglore,2.0,10676.0,21.0,5.0,2019.0,1390.0,12.0,0.0,11.0,10.0
Jet Airways,Kolkata,Banglore,1.0,9899.0,12.0,6.0,2019.0,365.0,16.0,30.0,22.0,35.0
IndiGo,Delhi,Cochin,1.0,6628.0,27.0,5.0,2019.0,630.0,15.0,0.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,9.0,6.0,2019.0,960.0,20.0,0.0,12.0,0.0
IndiGo,Chennai,Kolkata,0.0,3850.0,15.0,6.0,2019.0,140.0,7.0,55.0,10.0,15.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,6.0,6.0,2019.0,665.0,21.0,10.0,8.0,15.0
IndiGo,Chennai,Kolkata,0.0,3850.0,12.0,6.0,2019.0,140.0,7.0,55.0,10.0,15.0
Jet Airways,Banglore,Delhi,1.0,11087.0,9.0,3.0,2019.0,1475.0,8.0,55.0,9.0,30.0
Air Asia,Banglore,Delhi,0.0,7120.0,1.0,6.0,2019.0,170.0,23.0,55.0,2.0,45.0
Air India,Delhi,Cochin,2.0,11622.0,9.0,3.0,2019.0,1210.0,13.0,15.0,9.0,25.0
Air India,Kolkata,Banglore,2.0,10408.0,1.0,4.0,2019.0,920.0,10.0,0.0,1.0,20.0
IndiGo,Delhi,Cochin,1.0,7725.0,6.0,3.0,2019.0,265.0,7.0,35.0,12.0,0.0
IndiGo,Banglore,Delhi,0.0,4823.0,18.0,4.0,2019.0,170.0,20.0,0.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,8258.0,3.0,3.0,2019.0,305.0,20.0,30.0,1.0,35.0
Air India,Delhi,Cochin,1.0,7480.0,9.0,5.0,2019.0,1640.0,6.0,5.0,9.0,25.0
Air India,Kolkata,Banglore,1.0,10623.0,24.0,5.0,2019.0,1615.0,17.0,30.0,20.0,25.0
IndiGo,Banglore,Delhi,0.0,3943.0,12.0,6.0,2019.0,170.0,10.0,10.0,13.0,0.0
Vistara,Banglore,Delhi,0.0,4878.0,24.0,3.0,2019.0,160.0,7.0,0.0,9.0,40.0
Jet Airways,Delhi,Cochin,1.0,15554.0,9.0,3.0,2019.0,660.0,17.0,25.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,10262.0,24.0,6.0,2019.0,1570.0,2.0,15.0,4.0,25.0
Jet Airways,Delhi,Cochin,2.0,13014.0,15.0,6.0,2019.0,1125.0,9.0,40.0,4.0,25.0
Jet Airways,Banglore,Delhi,1.0,13555.0,6.0,3.0,2019.0,1400.0,5.0,45.0,5.0,5.0
IndiGo,Banglore,Delhi,0.0,4990.0,24.0,5.0,2019.0,170.0,13.0,0.0,15.0,50.0
Jet Airways,Delhi,Cochin,1.0,6645.0,27.0,3.0,2019.0,1280.0,7.0,5.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1570.0,2.0,15.0,4.0,25.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,27.0,6.0,2019.0,135.0,8.0,20.0,10.0,35.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,710.0,16.0,55.0,4.0,45.0
Jet Airways,Delhi,Cochin,2.0,12819.0,24.0,6.0,2019.0,1430.0,19.0,10.0,19.0,0.0
Multiple carriers,Delhi,Cochin,1.0,10197.0,21.0,5.0,2019.0,660.0,8.0,0.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,12373.0,9.0,5.0,2019.0,715.0,7.0,5.0,19.0,0.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,975.0,19.0,45.0,12.0,0.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1325.0,20.0,55.0,19.0,0.0
Air Asia,Kolkata,Banglore,0.0,5216.0,12.0,5.0,2019.0,155.0,10.0,20.0,12.0,55.0
Jet Airways,Delhi,Cochin,1.0,15554.0,18.0,5.0,2019.0,335.0,22.0,50.0,4.0,25.0
IndiGo,Banglore,Delhi,0.0,4823.0,3.0,5.0,2019.0,180.0,16.0,55.0,19.0,55.0
IndiGo,Kolkata,Banglore,0.0,4804.0,3.0,5.0,2019.0,160.0,21.0,25.0,0.0,5.0
Jet Airways,Delhi,Cochin,1.0,10262.0,27.0,6.0,2019.0,1395.0,19.0,45.0,19.0,0.0
Air Asia,Banglore,Delhi,0.0,4282.0,21.0,6.0,2019.0,170.0,4.0,55.0,7.0,45.0
Trujet,Mumbai,Hyderabad,1.0,4140.0,6.0,3.0,2019.0,195.0,13.0,5.0,16.0,20.0
SpiceJet,Banglore,Delhi,0.0,4423.0,15.0,4.0,2019.0,160.0,5.0,55.0,8.0,35.0
Jet Airways,Banglore,Delhi,0.0,7229.0,12.0,5.0,2019.0,175.0,11.0,10.0,14.0,5.0
Air India,Delhi,Cochin,2.0,10336.0,1.0,6.0,2019.0,435.0,12.0,0.0,19.0,15.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1530.0,17.0,30.0,19.0,0.0
Jet Airways,Delhi,Cochin,2.0,13292.0,24.0,6.0,2019.0,1295.0,21.0,25.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,14714.0,9.0,6.0,2019.0,335.0,22.0,50.0,4.0,25.0
IndiGo,Kolkata,Banglore,0.0,4174.0,12.0,4.0,2019.0,155.0,17.0,15.0,19.0,50.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,21.0,5.0,2019.0,135.0,8.0,20.0,10.0,35.0
Vistara,Kolkata,Banglore,1.0,9187.0,21.0,5.0,2019.0,865.0,20.0,20.0,10.0,45.0
Air India,Banglore,Delhi,0.0,4441.0,3.0,4.0,2019.0,170.0,21.0,5.0,23.0,55.0
Jet Airways,Banglore,Delhi,1.0,10972.0,18.0,3.0,2019.0,780.0,18.0,40.0,7.0,40.0
IndiGo,Banglore,Delhi,0.0,4591.0,1.0,4.0,2019.0,170.0,13.0,0.0,15.0,50.0
Air Asia,Kolkata,Banglore,0.0,4409.0,18.0,4.0,2019.0,150.0,19.0,55.0,22.0,25.0
Air Asia,Banglore,Delhi,0.0,4282.0,27.0,4.0,2019.0,170.0,4.0,55.0,7.0,45.0
IndiGo,Delhi,Cochin,1.0,10851.0,6.0,3.0,2019.0,320.0,2.0,5.0,7.0,25.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,3.0,5.0,2019.0,135.0,8.0,20.0,10.0,35.0
Vistara,Chennai,Kolkata,0.0,11982.0,3.0,5.0,2019.0,140.0,17.0,45.0,20.0,5.0
Air India,Banglore,Delhi,1.0,9166.0,15.0,3.0,2019.0,500.0,13.0,50.0,22.0,10.0
Multiple carriers,Delhi,Cochin,1.0,7888.0,21.0,5.0,2019.0,840.0,7.0,0.0,21.0,0.0
IndiGo,Mumbai,Hyderabad,0.0,2227.0,1.0,4.0,2019.0,90.0,21.0,20.0,22.0,50.0
Vistara,Banglore,Delhi,0.0,5403.0,27.0,4.0,2019.0,170.0,21.0,0.0,23.0,50.0
Air India,Delhi,Cochin,0.0,6094.0,6.0,6.0,2019.0,185.0,18.0,5.0,21.0,10.0
IndiGo,Banglore,Delhi,0.0,14306.0,1.0,3.0,2019.0,175.0,20.0,0.0,22.0,55.0
Jet Airways,Banglore,Delhi,1.0,9134.0,15.0,3.0,2019.0,280.0,5.0,45.0,10.0,25.0
Multiple carriers,Delhi,Cochin,1.0,13587.0,15.0,6.0,2019.0,570.0,11.0,30.0,21.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7564.0,18.0,5.0,2019.0,755.0,6.0,40.0,19.0,15.0
SpiceJet,Kolkata,Banglore,0.0,3815.0,21.0,3.0,2019.0,140.0,22.0,20.0,0.0,40.0
Jet Airways,Kolkata,Banglore,1.0,8529.0,12.0,6.0,2019.0,730.0,21.0,10.0,9.0,20.0
IndiGo,Mumbai,Hyderabad,0.0,2227.0,27.0,6.0,2019.0,95.0,20.0,5.0,21.0,40.0
Air Asia,Banglore,Delhi,0.0,7120.0,6.0,6.0,2019.0,170.0,23.0,55.0,2.0,45.0
IndiGo,Delhi,Cochin,1.0,5912.0,27.0,5.0,2019.0,290.0,15.0,10.0,20.0,0.0
IndiGo,Delhi,Cochin,1.0,14871.0,3.0,3.0,2019.0,405.0,4.0,45.0,11.0,30.0
Multiple carriers,Delhi,Cochin,1.0,10348.0,18.0,5.0,2019.0,765.0,9.0,45.0,22.0,30.0
GoAir,Banglore,Delhi,1.0,12314.0,1.0,3.0,2019.0,270.0,15.0,45.0,20.0,15.0
Jet Airways,Delhi,Cochin,1.0,10262.0,24.0,6.0,2019.0,1595.0,10.0,0.0,12.0,35.0
Multiple carriers,Delhi,Cochin,1.0,11142.0,9.0,5.0,2019.0,730.0,7.0,5.0,19.0,15.0
Air India,Delhi,Cochin,2.0,10231.0,21.0,5.0,2019.0,1275.0,22.0,0.0,19.0,15.0
Jet Airways,Delhi,Cochin,1.0,10577.0,9.0,6.0,2019.0,1010.0,19.0,45.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,14388.0,12.0,5.0,2019.0,1010.0,16.0,30.0,9.0,20.0
IndiGo,Banglore,Delhi,0.0,4284.0,3.0,5.0,2019.0,170.0,22.0,10.0,1.0,0.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,3.0,6.0,2019.0,155.0,6.0,55.0,9.0,30.0
Jet Airways,Kolkata,Banglore,1.0,10031.0,24.0,3.0,2019.0,1410.0,21.0,10.0,20.0,40.0
Air India,Kolkata,Banglore,0.0,4145.0,1.0,6.0,2019.0,155.0,20.0,45.0,23.0,20.0
Jet Airways,Banglore,Delhi,1.0,16736.0,6.0,3.0,2019.0,860.0,7.0,0.0,21.0,20.0
Air Asia,Kolkata,Banglore,1.0,9719.0,21.0,5.0,2019.0,720.0,22.0,40.0,10.0,40.0
Multiple carriers,Delhi,Cochin,1.0,14848.0,3.0,6.0,2019.0,555.0,10.0,0.0,19.0,15.0
Air India,Delhi,Cochin,2.0,10441.0,27.0,6.0,2019.0,1275.0,22.0,0.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,13014.0,3.0,6.0,2019.0,560.0,9.0,40.0,19.0,0.0
IndiGo,Kolkata,Banglore,1.0,4775.0,1.0,5.0,2019.0,290.0,15.0,15.0,20.0,5.0
Jet Airways,Banglore,Delhi,0.0,5198.0,15.0,5.0,2019.0,180.0,7.0,10.0,10.0,10.0
IndiGo,Chennai,Kolkata,0.0,4332.0,3.0,5.0,2019.0,145.0,11.0,35.0,14.0,0.0
Multiple carriers,Delhi,Cochin,1.0,8401.0,21.0,3.0,2019.0,555.0,10.0,0.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,12819.0,27.0,6.0,2019.0,1430.0,19.0,10.0,19.0,0.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,12.0,4.0,2019.0,155.0,6.0,55.0,9.0,30.0
Vistara,Kolkata,Banglore,1.0,7980.0,1.0,4.0,2019.0,1555.0,7.0,10.0,9.0,5.0
GoAir,Banglore,Delhi,0.0,4632.0,15.0,4.0,2019.0,175.0,7.0,45.0,10.0,40.0
Jet Airways,Kolkata,Banglore,1.0,14388.0,18.0,5.0,2019.0,1200.0,14.0,5.0,10.0,5.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,12.0,5.0,2019.0,1400.0,18.0,55.0,18.0,15.0
IndiGo,Kolkata,Banglore,0.0,6565.0,24.0,3.0,2019.0,165.0,10.0,10.0,12.0,55.0
Jet Airways,Delhi,Cochin,1.0,10262.0,3.0,6.0,2019.0,450.0,11.0,30.0,19.0,0.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,1.0,5.0,2019.0,665.0,21.0,10.0,8.0,15.0
Jet Airways,Delhi,Cochin,1.0,14714.0,15.0,6.0,2019.0,600.0,9.0,0.0,19.0,0.0
SpiceJet,Chennai,Kolkata,0.0,3597.0,15.0,5.0,2019.0,135.0,8.0,20.0,10.0,35.0
Air India,Delhi,Cochin,0.0,7931.0,6.0,3.0,2019.0,185.0,18.0,5.0,21.0,10.0
Multiple carriers,Delhi,Cochin,1.0,7005.0,12.0,6.0,2019.0,490.0,12.0,50.0,21.0,0.0
Air India,Delhi,Cochin,1.0,9929.0,15.0,6.0,2019.0,675.0,8.0,0.0,19.0,15.0
IndiGo,Banglore,Delhi,0.0,6144.0,24.0,3.0,2019.0,175.0,7.0,10.0,10.0,5.0
Air Asia,Delhi,Cochin,1.0,6853.0,15.0,6.0,2019.0,340.0,16.0,45.0,22.0,25.0
Air India,Delhi,Cochin,0.0,5411.0,21.0,6.0,2019.0,185.0,18.0,5.0,21.0,10.0
Air India,Mumbai,Hyderabad,0.0,3100.0,21.0,5.0,2019.0,85.0,15.0,0.0,16.0,25.0
Multiple carriers,Delhi,Cochin,1.0,11622.0,9.0,6.0,2019.0,630.0,8.0,30.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,7438.0,21.0,3.0,2019.0,925.0,13.0,0.0,4.0,25.0
Air India,Banglore,Delhi,3.0,13387.0,12.0,3.0,2019.0,1480.0,17.0,25.0,18.0,5.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,1285.0,18.0,55.0,16.0,20.0
Air Asia,Banglore,Delhi,0.0,4282.0,1.0,4.0,2019.0,170.0,4.0,55.0,7.0,45.0
Air India,Delhi,Cochin,2.0,16111.0,9.0,3.0,2019.0,1395.0,20.0,0.0,19.0,15.0
Jet Airways,Banglore,Delhi,1.0,9134.0,15.0,3.0,2019.0,570.0,8.0,55.0,18.0,25.0
Air India,Delhi,Cochin,2.0,12383.0,9.0,6.0,2019.0,500.0,10.0,55.0,19.0,15.0
